InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
568531,22396,MAGNETS PACK OF 4 RETRO PHOTO,4,27-09-2011 13:49,0.39,16713,United Kingdom,1.56
571118,23206,LUNCH BAG APPLE DESIGN,10,14-10-2011 08:29,1.65,16239,United Kingdom,16.5
576201,22563,HAPPY STENCIL CRAFT,1,14-11-2011 12:18,1.25,14606,United Kingdom,1.25
577402,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,20-11-2011 10:11,7.08,15465,United Kingdom,70.8
580630,23444,Next Day Carriage,1,05-12-2011 12:11,15,12913,United Kingdom,15
570380,22513,DOORSTOP FOOTBALL DESIGN,1,10-10-2011 12:35,3.75,14606,United Kingdom,3.75
580727,20772,GARDEN PATH JOURNAL,1,05-12-2011 17:17,4.96,14096,United Kingdom,4.96
566561,22273,FELTCRAFT DOLL MOLLY,6,13-09-2011 12:13,2.95,18145,United Kingdom,17.7
574317,35923,CANDY HEART HANGING DECORATION,12,03-11-2011 18:49,0.39,17078,United Kingdom,4.68
575642,22666,RECIPE BOX PANTRY YELLOW DESIGN,8,10-11-2011 14:07,2.95,14466,United Kingdom,23.6
573300,23558,LANDMARK FRAME LONDON BRIDGE ,1,28-10-2011 16:10,12.5,16049,United Kingdom,12.5
577778,85049E,SCANDINAVIAN REDS RIBBONS,1,21-11-2011 16:10,1.25,16549,United Kingdom,1.25
576014,23356,LOVE HOT WATER BOTTLE,1,13-11-2011 14:29,5.95,17218,United Kingdom,5.95
567167,21845,DAIRY MAID STRIPE MUG,6,18-09-2011 12:21,0.79,15547,United Kingdom,4.74
577142,21239,PINK  POLKADOT CUP,8,18-11-2011 09:19,0.85,13985,United Kingdom,6.8
579446,23247,BISCUIT TIN 50'S CHRISTMAS,6,29-11-2011 13:43,2.89,14121,United Kingdom,17.34
567043,21166,COOK WITH WINE METAL SIGN ,4,16-09-2011 11:27,2.08,13268,United Kingdom,8.32
571737,22962,JAM JAR WITH PINK LID,12,19-10-2011 10:31,0.85,14367,United Kingdom,10.2
580526,23083,SET 6 PAPER TABLE LANTERN STARS ,6,04-12-2011 15:18,3.75,16535,United Kingdom,22.5
566440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12-09-2011 15:19,2.95,15755,United Kingdom,17.7
569100,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,30-09-2011 12:19,4.15,12748,United Kingdom,4.15
570116,20712,JUMBO BAG WOODLAND ANIMALS,3,07-10-2011 12:38,2.08,12856,United Kingdom,6.24
571104,84991,60 TEATIME FAIRY CAKE CASES,24,13-10-2011 15:58,0.55,18130,United Kingdom,13.2
580279,22301,COFFEE MUG CAT + BIRD DESIGN,6,02-12-2011 13:12,2.55,15123,United Kingdom,15.3
581125,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,07-12-2011 12:41,1.65,14087,United Kingdom,1.65
566286,23347,I LOVE LONDON BEAKER,24,11-09-2011 14:58,1.25,14057,United Kingdom,30
571291,23456,MEDIUM PARLOUR PICTURE FRAME ,1,16-10-2011 15:44,4.15,13610,United Kingdom,4.15
566851,22607,WOODEN ROUNDERS GARDEN SET ,1,15-09-2011 12:16,9.95,15573,United Kingdom,9.95
574338,22163,HEART STRING MEMO HOLDER HANGING,24,04-11-2011 10:05,0.79,14150,United Kingdom,18.96
570420,22135,MINI LADLE LOVE HEART PINK,5,10-10-2011 13:33,0.42,17841,United Kingdom,2.1
574310,23399,HOME SWEET HOME HANGING HEART,2,03-11-2011 16:56,0.85,13467,United Kingdom,1.7
576626,23212,HEART WREATH DECORATION WITH BELL,1,15-11-2011 17:26,1.25,12890,United Kingdom,1.25
569133,84927F,PSYCHEDELIC TILE HOOK,12,30-09-2011 14:06,0.39,15185,United Kingdom,4.68
573149,72122,COFFEE SCENT PILLAR CANDLE,4,27-10-2011 19:56,0.95,16438,United Kingdom,3.8
579254,23395,BELLE JARDINIERE CUSHION COVER,4,28-11-2011 17:05,3.75,14511,United Kingdom,15
576054,21888,BINGO SET,1,13-11-2011 14:55,3.75,15787,United Kingdom,3.75
575070,23424,GINGHAM RECIPE BOOK BOX,1,08-11-2011 12:58,4.95,17841,United Kingdom,4.95
573921,22916,HERB MARKER THYME,12,02-11-2011 08:44,0.65,16352,United Kingdom,7.8
576597,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,15-11-2011 14:57,4.25,14194,United Kingdom,76.5
578977,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,1,27-11-2011 15:18,6.35,17231,United Kingdom,6.35
576779,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,16-11-2011 13:25,1.45,14554,United Kingdom,2.9
570677,22990,COTTON APRON PANTRY DESIGN,4,11-10-2011 15:10,4.95,12836,United Kingdom,19.8
571926,22662,LUNCH BAG DOLLY GIRL DESIGN,10,19-10-2011 16:41,1.65,16722,United Kingdom,16.5
569514,22950,36 DOILIES VINTAGE CHRISTMAS,24,04-10-2011 13:56,1.45,15228,United Kingdom,34.8
572726,23256,CHILDRENS CUTLERY SPACEBOY ,2,25-10-2011 15:19,4.15,16056,United Kingdom,8.3
570192,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,07-10-2011 15:26,3.75,17509,United Kingdom,15
580981,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,06-12-2011 16:02,2.08,16201,United Kingdom,20.8
576070,23156,SET OF 5 MINI GROCERY MAGNETS,6,13-11-2011 15:58,2.08,13451,United Kingdom,12.48
571039,21773,DECORATIVE ROSE BATHROOM BOTTLE,2,13-10-2011 12:59,1.25,16121,United Kingdom,2.5
578349,23215,JINGLE BELL HEART ANTIQUE SILVER,12,24-11-2011 09:50,2.08,14539,United Kingdom,24.96
567878,84596G,SMALL CHOCOLATES PINK BOWL,2,22-09-2011 14:42,0.42,16910,United Kingdom,0.84
572889,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2,26-10-2011 13:56,4.15,12748,United Kingdom,8.3
569570,22423,REGENCY CAKESTAND 3 TIER,120,05-10-2011 10:06,10.95,16684,United Kingdom,1314
575972,22422,TOOTHPASTE TUBE PEN,1,13-11-2011 13:01,0.65,14499,United Kingdom,0.65
571828,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,19-10-2011 11:52,0.39,16440,United Kingdom,4.68
580880,22742,MAKE YOUR OWN PLAYTIME CARD KIT,12,06-12-2011 12:19,0.79,14121,United Kingdom,9.48
573076,22029,SPACEBOY BIRTHDAY CARD,12,27-10-2011 14:05,0.42,13488,United Kingdom,5.04
574660,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,06-11-2011 11:55,0.85,15407,United Kingdom,0.85
572129,84915,HAND TOWEL PINK FLOWER AND DAISY,2,21-10-2011 09:25,5.95,17528,United Kingdom,11.9
580305,20829,GLITTER HANGING BUTTERFLY STRING,1,02-12-2011 14:26,2.1,12970,United Kingdom,2.1
571372,23438, RED SPOT GIFT BAG LARGE,3,17-10-2011 11:55,1.25,17201,United Kingdom,3.75
574826,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,07-11-2011 10:58,2.95,15870,United Kingdom,2.95
580669,23288,GREEN VINTAGE SPOT BEAKER,8,05-12-2011 14:25,0.85,15159,United Kingdom,6.8
570211,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3,09-10-2011 11:15,2.89,13558,United Kingdom,8.67
567141,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,16-09-2011 14:53,0.39,17370,United Kingdom,9.36
573576,20961,STRAWBERRY BATH SPONGE ,2,31-10-2011 14:09,2.46,14096,United Kingdom,4.92
565565,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,05-09-2011 12:20,4.95,14534,United Kingdom,4.95
578211,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,23-11-2011 11:47,2.1,12748,United Kingdom,2.1
580911,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,06-12-2011 13:30,0.42,14503,United Kingdom,10.08
570229,22377,BOTTLE BAG RETROSPOT ,2,09-10-2011 13:30,2.1,15756,United Kingdom,4.2
579273,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,30,29-11-2011 10:00,2.55,15197,United Kingdom,76.5
575368,23219,LAUREL STAR ANTIQUE SILVER ,1,09-11-2011 15:07,1.25,14482,United Kingdom,1.25
574091,23583,LUNCH BAG PAISLEY PARK  ,20,03-11-2011 09:20,1.65,17086,United Kingdom,33
579571,22616,PACK OF 12 LONDON TISSUES ,12,30-11-2011 11:48,0.39,16657,United Kingdom,4.68
574700,79066K,RETRO MOD TRAY,1,06-11-2011 13:53,0.85,16033,United Kingdom,0.85
579256,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,29-11-2011 08:07,0.55,13349,United Kingdom,13.2
571845,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,19-10-2011 12:34,2.89,16869,United Kingdom,2.89
568788,23366,SET 12 COLOURING PENCILS DOILY,2,29-09-2011 09:23,0.65,17894,United Kingdom,1.3
577511,23439,HAND WARMER RED LOVE HEART,1,20-11-2011 12:53,2.1,17561,United Kingdom,2.1
578470,22966,GINGERBREAD MAN COOKIE CUTTER,12,24-11-2011 12:38,1.25,16824,United Kingdom,15
576624,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,15-11-2011 17:14,2.95,16156,United Kingdom,17.7
578074,22952,60 CAKE CASES VINTAGE CHRISTMAS,3,22-11-2011 16:06,0.55,17590,United Kingdom,1.65
570806,22570,FELTCRAFT CUSHION RABBIT,8,12-10-2011 12:42,3.75,13115,United Kingdom,30
571671,21060,PARTY INVITES BALLOON GIRL,2,18-10-2011 13:15,0.85,16940,United Kingdom,1.7
566079,22469,HEART OF WICKER SMALL,40,09-09-2011 09:52,1.45,17593,United Kingdom,58
571435,21519,GIN & TONIC DIET GREETING CARD ,36,17-10-2011 13:23,0.42,14211,United Kingdom,15.12
565431,82578,KITCHEN METAL SIGN,1,04-09-2011 13:15,0.55,14965,United Kingdom,0.55
570027,23123,COCKTAIL SWORDS 50 PIECES,12,07-10-2011 10:41,0.83,14844,United Kingdom,9.96
570790,22621,TRADITIONAL KNITTING NANCY,12,12-10-2011 11:55,1.65,13575,United Kingdom,19.8
581018,21891,TRADITIONAL WOODEN SKIPPING ROPE,24,07-12-2011 10:09,1.45,13743,United Kingdom,34.8
578926,21034,REX CASH+CARRY JUMBO SHOPPER,9,27-11-2011 12:24,0.95,18156,United Kingdom,8.55
576615,22731,3D CHRISTMAS STAMPS STICKERS ,2,15-11-2011 16:42,1.25,17231,United Kingdom,2.5
574035,21944,KITTENS DESIGN FLANNEL,1,02-11-2011 12:45,0.85,14606,United Kingdom,0.85
566424,23207,LUNCH BAG ALPHABET DESIGN,10,12-09-2011 14:15,1.65,13309,United Kingdom,16.5
575705,22337,ANGEL DECORATION PAINTED ZINC ,24,10-11-2011 17:06,0.65,15159,United Kingdom,15.6
578053,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,22-11-2011 14:59,0.79,14422,United Kingdom,14.22
574837,23207,LUNCH BAG ALPHABET DESIGN,10,07-11-2011 11:33,1.65,15785,United Kingdom,16.5
573315,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,3,28-10-2011 17:27,0.42,17839,United Kingdom,1.26
571653,22608,PENS ASSORTED FUNKY JEWELED ,72,18-10-2011 12:17,0.19,14298,United Kingdom,13.68
577804,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,21-11-2011 17:33,2.1,17432,United Kingdom,2.1
573388,21535,RED RETROSPOT SMALL MILK JUG,12,30-10-2011 14:44,2.55,14895,United Kingdom,30.6
581469,22348,TEA BAG PLATE RED RETROSPOT,1,08-12-2011 19:28,0.85,14606,United Kingdom,0.85
571505,22637,PIGGY BANK RETROSPOT ,20,17-10-2011 15:19,2.55,17244,United Kingdom,51
566484,23399,HOME SWEET HOME HANGING HEART,12,13-09-2011 09:48,0.85,13880,United Kingdom,10.2
580514,22801,ANTIQUE GLASS PEDESTAL BOWL,1,04-12-2011 14:01,3.75,16905,United Kingdom,3.75
574536,22971,QUEENS GUARD COFFEE MUG,2,04-11-2011 14:35,2.55,15707,United Kingdom,5.1
570337,23527,ANIMALS AND NATURE WALL ART,6,10-10-2011 12:23,3.75,16688,United Kingdom,22.5
569383,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,03-10-2011 16:46,0.85,15159,United Kingdom,17
575989,84836,ZINC METAL HEART DECORATION,3,13-11-2011 14:20,1.25,14698,United Kingdom,3.75
576339,22620,4 TRADITIONAL SPINNING TOPS,5,14-11-2011 15:27,2.46,14096,United Kingdom,12.3
575757,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5,11-11-2011 10:49,1.65,17295,United Kingdom,8.25
578702,22630,DOLLY GIRL LUNCH BOX,24,25-11-2011 10:58,1.95,15382,United Kingdom,46.8
574290,23394,POSTE FRANCE CUSHION COVER,2,03-11-2011 15:18,3.75,17403,United Kingdom,7.5
577038,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,17-11-2011 13:30,2.95,14796,United Kingdom,2.95
578019,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,22-11-2011 13:11,5.95,17360,United Kingdom,5.95
576838,22960,JAM MAKING SET WITH JARS,6,16-11-2011 15:21,4.25,18075,United Kingdom,25.5
575482,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,09-11-2011 16:33,9.95,15916,United Kingdom,9.95
576599,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,15-11-2011 15:06,4.25,14544,United Kingdom,25.5
574050,23084,RABBIT NIGHT LIGHT,6,02-11-2011 13:41,2.08,13904,United Kingdom,12.48
566620,22748,POPPY'S PLAYHOUSE KITCHEN,6,14-09-2011 09:21,2.1,13588,United Kingdom,12.6
574675,22863,SOAP DISH BROCANTE,1,06-11-2011 12:31,2.95,17289,United Kingdom,2.95
572682,15056N,EDWARDIAN PARASOL NATURAL,12,25-10-2011 13:52,5.95,17928,United Kingdom,71.4
572885,22678,FRENCH BLUE METAL DOOR SIGN 3,2,26-10-2011 13:45,1.25,15311,United Kingdom,2.5
575207,20974,12 PENCILS SMALL TUBE SKULL,24,09-11-2011 10:27,0.65,18172,United Kingdom,15.6
568901,21485,RETROSPOT HEART HOT WATER BOTTLE,4,29-09-2011 13:22,4.95,15050,United Kingdom,19.8
571909,22095,LADS ONLY TISSUE BOX,6,19-10-2011 15:08,0.39,15006,United Kingdom,2.34
566847,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,15-09-2011 11:57,2.08,15005,United Kingdom,4.16
578620,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,24-11-2011 15:21,0.85,17247,United Kingdom,1.7
577094,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,17-11-2011 16:39,2.95,15435,United Kingdom,2.95
569225,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,4,02-10-2011 14:25,2.95,16930,United Kingdom,11.8
568528,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,27-09-2011 13:32,0.83,13979,United Kingdom,13.28
566402,21306,SET/4 DAISY MIRROR MAGNETS,48,12-09-2011 13:34,0.29,14997,United Kingdom,13.92
577485,21990,MODERN FLORAL STATIONERY SET,2,20-11-2011 11:56,1.25,16360,United Kingdom,2.5
566913,21984,PACK OF 12 PINK PAISLEY TISSUES ,4,15-09-2011 14:07,0.39,17602,United Kingdom,1.56
569217,21592,RETROSPOT CIGAR BOX MATCHES ,3,02-10-2011 12:45,1.25,15579,United Kingdom,3.75
572192,22367,CHILDRENS APRON SPACEBOY DESIGN,1,21-10-2011 11:30,1.95,18118,United Kingdom,1.95
565367,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,02-09-2011 14:56,0.62,17091,United Kingdom,7.44
569255,23533,WALL ART GARDEN HAVEN ,72,03-10-2011 11:01,3.88,18102,United Kingdom,279.36
567185,20979,36 PENCILS TUBE RED RETROSPOT,7,18-09-2011 15:55,1.25,16370,United Kingdom,8.75
573396,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,30-10-2011 15:13,1.65,14723,United Kingdom,1.65
566424,22468,BABUSHKA LIGHTS STRING OF 10,2,12-09-2011 14:15,6.75,13309,United Kingdom,13.5
575490,22795,SWEETHEART RECIPE BOOK STAND,1,09-11-2011 17:44,6.75,15031,United Kingdom,6.75
574089,23086,ZINC  STAR T-LIGHT HOLDER ,16,03-11-2011 09:07,1.25,17611,United Kingdom,20
573384,22158,3 HEARTS HANGING DECORATION RUSTIC,8,30-10-2011 14:19,2.95,15478,United Kingdom,23.6
569672,22428,ENAMEL FIRE BUCKET CREAM,1,05-10-2011 13:58,6.95,17841,United Kingdom,6.95
566235,22831,WHITE BROCANTE SOAP DISH,6,11-09-2011 11:17,2.95,15636,United Kingdom,17.7
576362,23322,LARGE WHITE HEART OF WICKER,12,14-11-2011 17:11,2.95,14755,United Kingdom,35.4
567165,22982,PANTRY PASTRY BRUSH,1,18-09-2011 11:58,1.25,17841,United Kingdom,1.25
573348,21816,CHRISTMAS TREE T-LIGHT HOLDER,12,30-10-2011 12:27,1.45,14487,United Kingdom,17.4
568154,22338,STAR DECORATION PAINTED ZINC ,11,25-09-2011 12:06,0.19,13787,United Kingdom,2.09
567374,23320,GIANT 50'S CHRISTMAS CRACKER,48,20-09-2011 09:40,2.49,15341,United Kingdom,119.52
579749,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,30-11-2011 14:41,0.42,13362,United Kingdom,6.72
568314,22436,12 COLOURED PARTY BALLOONS,6,26-09-2011 12:58,0.65,14387,United Kingdom,3.9
578072,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,22-11-2011 16:02,2.95,17759,United Kingdom,5.9
569412,22950,36 DOILIES VINTAGE CHRISTMAS,12,04-10-2011 09:51,1.45,13650,United Kingdom,17.4
572192,84378,SET OF 3 HEART COOKIE CUTTERS,1,21-10-2011 11:30,1.45,18118,United Kingdom,1.45
569319,85049E,SCANDINAVIAN REDS RIBBONS,12,03-10-2011 12:17,1.25,14290,United Kingdom,15
567854,23201,JUMBO BAG ALPHABET,10,22-09-2011 13:37,2.08,14038,United Kingdom,20.8
572452,23249,VINTAGE RED ENAMEL TRIM PLATE,12,24-10-2011 12:36,1.65,12921,United Kingdom,19.8
568897,21313,GLASS HEART T-LIGHT HOLDER ,12,29-09-2011 13:17,0.85,13886,United Kingdom,10.2
578995,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,27-11-2011 15:59,1.25,15861,United Kingdom,30
571667,22197,POPCORN HOLDER,20,18-10-2011 13:04,0.85,14554,United Kingdom,17
572309,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1,23-10-2011 15:29,0.65,14432,United Kingdom,0.65
565784,22625,RED KITCHEN SCALES,4,06-09-2011 16:02,8.5,15089,United Kingdom,34
575583,23345, DOLLY GIRL BEAKER,1,10-11-2011 11:55,1.25,14456,United Kingdom,1.25
579938,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,01-12-2011 10:18,1.65,14146,United Kingdom,19.8
566275,23065,LARGE DECO JEWELLERY STAND,3,11-09-2011 13:58,12.5,16549,United Kingdom,37.5
575066,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,4,08-11-2011 12:42,0.79,13668,United Kingdom,3.16
573931,23504,PLAYING CARDS JUBILEE UNION JACK,12,02-11-2011 10:16,1.25,16884,United Kingdom,15
579555,23365,SET 12 COLOUR PENCILS LOVE LONDON,5,30-11-2011 11:08,0.65,16241,United Kingdom,3.25
568082,22111,SCOTTIE DOG HOT WATER BOTTLE,24,23-09-2011 14:38,4.25,14944,United Kingdom,102
580136,22379,RECYCLING BAG RETROSPOT ,1,01-12-2011 19:42,2.1,17841,United Kingdom,2.1
570019,21558,SKULL LUNCH BOX WITH CUTLERY ,1,07-10-2011 10:13,2.55,17841,United Kingdom,2.55
574721,23177,TREASURE ISLAND BOOK BOX,1,06-11-2011 14:43,2.25,17920,United Kingdom,2.25
577071,22187,GREEN CHRISTMAS TREE CARD HOLDER,5,17-11-2011 14:56,1.95,13969,United Kingdom,9.75
578325,23424,GINGHAM RECIPE BOOK BOX,1,23-11-2011 17:43,4.95,16343,United Kingdom,4.95
572298,23554,LANDMARK FRAME OXFORD STREET,3,23-10-2011 14:33,12.5,14071,United Kingdom,37.5
568670,22111,SCOTTIE DOG HOT WATER BOTTLE,1,28-09-2011 13:07,4.95,14978,United Kingdom,4.95
573904,23298,SPOTTY BUNTING,2,01-11-2011 14:54,4.95,14505,United Kingdom,9.9
578627,23201,JUMBO BAG ALPHABET,10,24-11-2011 15:41,2.08,14709,United Kingdom,20.8
577485,23198,PANTRY MAGNETIC  SHOPPING LIST,3,20-11-2011 11:56,1.45,16360,United Kingdom,4.35
574703,20992,JAZZ HEARTS PURSE NOTEBOOK,1,06-11-2011 13:59,0.39,15426,United Kingdom,0.39
578510,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,24-11-2011 13:25,8.25,14056,United Kingdom,8.25
577603,22818,CARD CHRISTMAS VILLAGE,12,21-11-2011 08:40,0.42,15500,United Kingdom,5.04
581437,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,12,08-12-2011 16:22,0.79,14621,United Kingdom,9.48
580615,23344,JUMBO BAG 50'S CHRISTMAS ,10,05-12-2011 12:05,2.08,16873,United Kingdom,20.8
572737,23474,WOODLAND SMALL BLUE FELT HEART,24,25-10-2011 15:39,0.83,13384,United Kingdom,19.92
577893,22991,GIRAFFE WOODEN RULER,2,22-11-2011 11:47,1.95,17073,United Kingdom,3.9
569487,23344,JUMBO BAG 50'S CHRISTMAS ,10,04-10-2011 12:55,2.08,13351,United Kingdom,20.8
579134,22274,FELTCRAFT DOLL EMILY,12,28-11-2011 12:38,2.95,13115,United Kingdom,35.4
578021,21471,STRAWBERRY RAFFIA FOOD COVER,1,22-11-2011 13:22,3.75,12748,United Kingdom,3.75
569669,23345, DOLLY GIRL BEAKER,1,05-10-2011 13:47,1.25,14730,United Kingdom,1.25
568180,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,12,25-09-2011 13:42,0.42,15429,United Kingdom,5.04
569632,84616,SILVER ROCCOCO CHANDELIER,2,05-10-2011 11:57,29.95,13808,United Kingdom,59.9
567304,22469,HEART OF WICKER SMALL,2,19-09-2011 13:27,1.65,14704,United Kingdom,3.3
576911,48187,DOORMAT NEW ENGLAND,1,17-11-2011 10:01,8.25,17461,United Kingdom,8.25
577057,23084,RABBIT NIGHT LIGHT,3,17-11-2011 14:26,2.08,12748,United Kingdom,6.24
569006,21084,SET/6 COLLAGE PAPER CUPS,24,29-09-2011 18:30,0.19,16268,United Kingdom,4.56
567183,22423,REGENCY CAKESTAND 3 TIER,2,18-09-2011 15:32,12.75,14769,United Kingdom,25.5
565431,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,04-09-2011 13:15,2.08,14965,United Kingdom,4.16
578707,85035C,ROSE 3 WICK MORRIS BOX CANDLE,3,25-11-2011 11:20,1.25,17870,United Kingdom,3.75
569089,23265,SET OF 3 WOODEN TREE DECORATIONS,4,30-09-2011 12:03,1.25,13764,United Kingdom,5
569565,23549,WRAP BIRD GARDEN ,25,05-10-2011 09:52,0.42,16722,United Kingdom,10.5
577855,22435,SET OF 9 HEART SHAPED BALLOONS,1,22-11-2011 11:18,1.25,15877,United Kingdom,1.25
565481,23320,GIANT 50'S CHRISTMAS CRACKER,2,05-09-2011 11:31,2.89,16891,United Kingdom,5.78
568527,20727,LUNCH BAG  BLACK SKULL.,30,27-09-2011 13:21,1.65,13178,United Kingdom,49.5
576572,21731,RED TOADSTOOL LED NIGHT LIGHT,7,15-11-2011 13:49,1.65,15514,United Kingdom,11.55
577497,21107,CREAM SLICE FLANNEL PINK SPOT ,2,20-11-2011 12:22,2.95,17555,United Kingdom,5.9
572811,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,26-10-2011 11:14,1.25,16071,United Kingdom,15
581149,22315,200 RED + WHITE BENDY STRAWS,1,07-12-2011 14:12,1.25,15471,United Kingdom,1.25
568227,21086,SET/6 RED SPOTTY PAPER CUPS,6,26-09-2011 10:57,0.65,17841,United Kingdom,3.9
566976,21889,WOODEN BOX OF DOMINOES,12,16-09-2011 09:27,1.25,15382,United Kingdom,15
575961,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,13-11-2011 12:29,2.95,16794,United Kingdom,5.9
577128,22738,RIBBON REEL SNOWY VILLAGE,2,17-11-2011 19:48,1.65,14508,United Kingdom,3.3
566847,20724,RED RETROSPOT CHARLOTTE BAG,10,15-09-2011 11:57,0.85,15005,United Kingdom,8.5
569847,22727,ALARM CLOCK BAKELIKE RED ,4,06-10-2011 13:45,3.75,14116,United Kingdom,15
577043,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,17-11-2011 13:38,2.08,14282,United Kingdom,41.6
580903,22448,PIN CUSHION BABUSHKA RED,1,06-12-2011 12:56,1.25,14606,United Kingdom,1.25
566581,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5,13-09-2011 13:47,1.65,16081,United Kingdom,8.25
581164,21166,COOK WITH WINE METAL SIGN ,4,07-12-2011 14:34,2.08,14395,United Kingdom,8.32
576092,23581,JUMBO BAG PAISLEY PARK,20,14-11-2011 09:00,2.08,18263,United Kingdom,41.6
576508,22227,HANGING HEART MIRROR DECORATION ,4,15-11-2011 12:02,0.65,17777,United Kingdom,2.6
575941,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3,13-11-2011 11:39,2.1,16438,United Kingdom,6.3
567156,23329,DECORATIVE WICKER HEART LARGE,2,16-09-2011 17:05,1.65,14462,United Kingdom,3.3
573339,20724,RED RETROSPOT CHARLOTTE BAG,10,30-10-2011 11:49,0.85,13278,United Kingdom,8.5
571288,23534,WALL ART STOP FOR TEA ,2,16-10-2011 15:13,5.95,16052,United Kingdom,11.9
574077,22508,DOORSTOP RETROSPOT HEART,1,02-11-2011 15:56,3.75,17999,United Kingdom,3.75
581166,22634,CHILDS BREAKFAST SET SPACEBOY ,2,07-12-2011 14:43,9.95,15525,United Kingdom,19.9
578925,22972,CHILDREN'S SPACEBOY MUG,3,27-11-2011 12:13,1.65,17365,United Kingdom,4.95
569843,23103,JINGLE BELL HEART DECORATION,1,06-10-2011 13:29,1.65,14449,United Kingdom,1.65
579497,23216,LAUREL HEART ANTIQUE GOLD,1,29-11-2011 15:39,1.25,14349,United Kingdom,1.25
575932,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,13-11-2011 10:35,2.49,16923,United Kingdom,4.98
566724,22960,JAM MAKING SET WITH JARS,6,14-09-2011 13:04,4.25,14284,United Kingdom,25.5
571441,82001S,VINYL RECORD FRAME SILVER,1,17-10-2011 13:31,7.46,14096,United Kingdom,7.46
579885,22988,SOLDIERS EGG CUP ,12,30-11-2011 17:37,1.25,15444,United Kingdom,15
571216,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,14-10-2011 13:06,3.25,16081,United Kingdom,3.25
577108,22082,RIBBON REEL STRIPES DESIGN ,5,17-11-2011 17:34,1.65,15983,United Kingdom,8.25
570374,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2,10-10-2011 12:34,1.95,14719,United Kingdom,3.9
566722,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,14-09-2011 12:51,1.45,13408,United Kingdom,34.8
566438,23107,WHITE HEARTS WIRE PLANT POT HOLDER,1,12-09-2011 15:14,2.89,15996,United Kingdom,2.89
574720,17091J,VANILLA INCENSE IN TIN,6,06-11-2011 14:39,0.38,14547,United Kingdom,2.28
567882,22561,WOODEN SCHOOL COLOURING SET,24,22-09-2011 15:03,1.65,12906,United Kingdom,39.6
